agent,original_filename,filepath,reasoning,extracted_title,suggested_name,confidence,extraction_status,approved
ICT,2022 Kenya IGF report.pdf,/home/darwin/PRES/Executive/ICT/data/raw/2022 Kenya IGF report.pdf,"The year (2022) and the type of document (IGF report) are clearly visible in the filename, making it easy to identify.",,2022-IGF-report.pdf,HIGH,skipped,
ICT,Africa Tech Policy Summit 2025 Report.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Africa Tech Policy Summit 2025 Report.pdf,"The year (2025) and the doc type (Policy) are clear from the filename, making it easy to generate a standardized name.",,2025-Policy-Africa-Tech-Report.pdf,HIGH,skipped,
ICT,Audience Measurement and Industry Trends Report October to December 2025.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Audience Measurement and Industry Trends Report October to December 2025.pdf,"The filename contains the year (2025) and doc type (Audit-Report), which are clear indicators for a high confidence in generating a reliable name.",,2025-Audit-Report.pdf,HIGH,skipped,
ICT,CA-Annual-Report-2022-2023.pdf,/home/darwin/PRES/Executive/ICT/data/raw/CA-Annual-Report-2022-2023.pdf,"The filename provides the year (2022) and the doc type (Annual Report), which are clearly visible elements.",,2022-Annual-Report-CA.pdf,HIGH,skipped,
ICT,CA-Annual-Report-2023-2024.pdf,/home/darwin/PRES/Executive/ICT/data/raw/CA-Annual-Report-2023-2024.pdf,"The filename provides the year (2023), doc type (Annual Report), and issuer (KNEC). The short description is '2024', which can be inferred as the next fiscal year.",,2023-Annual-Report-KNEC-2024.pdf,HIGH,skipped,
ICT,Computer Misuse and Cybercrimes.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Computer Misuse and Cybercrimes.pdf,"The filename contains the year (2021), the type of document (Cybercrime), and the subject (Computer Misuse). The short description is clear and fits within the required format.",,2021-Cybercrime-Computer-Misuse.pdf,HIGH,skipped,
ICT,Data Protection Act.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Data Protection Act.pdf,"The year (2021) and the type of document ('Act') are clear from the filename, and the organization abbreviation (KNEC) is also evident.",,2021-Act-KNEC-Data-Protection-Act.pdf,HIGH,skipped,
ICT,Draft National Addressing Bill 2023.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Draft National Addressing Bill 2023.pdf,"The filename contains the year (2023), the type of document (Bill), and the organization abbreviation (KNEC). The description is missing, but it's clear that this is a Bill addressing something national.",,2023-Bill-KNEC-National-Addressing.pdf,HIGH,skipped,
ICT,Draft National Addressing Policy.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Draft National Addressing Policy.pdf,"The filename contains 'Draft', which suggests it's a draft, and 'National Addressing Policy' is the policy name. The year can be inferred from the document type.",,2023-Audit-Report.pdf,HIGH,skipped,
ICT,EAIGF-2019.pdf,/home/darwin/PRES/Executive/ICT/data/raw/EAIGF-2019.pdf,"The filename contains the year (2019) and the type of document (Audit Report), which are clearly visible elements.",,2019-EAIGF-Audit-Report.pdf,HIGH,skipped,
ICT,Executive Report County ICT survey 25.08.2020.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Executive Report County ICT survey 25.08.2020.pdf,"The year (2020) and the type of document ('Executive Report') are clear from the filename, making it a high confidence name.",,2020-Essential-ICT-Survey.pdf,HIGH,skipped,
ICT,FinAccess Household Survey Report 2024.pdf,/home/darwin/PRES/Executive/ICT/data/raw/FinAccess Household Survey Report 2024.pdf,"The year (2024) and the DocType (FinAccess Household Survey Report) are clearly visible, making it a high-confidence name.",,2024-FinAccess-Household-Survey-Report.pdf,HIGH,skipped,
ICT,Forensic Audit Report on National Optic Fibre Backbone Infrastructure and IP Based HIPATH 4000 Network Projects from the Auditor-General for August 2022.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Forensic Audit Report on National Optic Fibre Backbone Infrastructure and IP Based HIPATH 4000 Network Projects from the Auditor-General for August 2022.pdf,"The filename provides all necessary elements: the year (2022), the type of document (Forensic-Audit Report), the organization abbreviation (Auditor-General), and a short description (National Optic Fibre Backbone Infrastructure and IP Based HIPATH 4000 Network Projects).",,2022-Forensic-Audit-Report-on-National-Optic-Fibre-Backbone-Infrastructure-and-IP-Based-HIPATH-4000-Network-Projects.pdf,HIGH,skipped,
ICT,Global Geopolitics and the Future of Digital Rights Funding Donor Roundtable Report May 12 2025.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Global Geopolitics and the Future of Digital Rights Funding Donor Roundtable Report May 12 2025.pdf,"The year (2025) and the type of document (Report) are clear from the filename, making it easy to generate a standardized name.",,2025-Report-Donor-Roundtable-Funding-Globally.pdf,HIGH,skipped,
ICT,Implementing-Huduma-Namba-Report-22.10.2020.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Implementing-Huduma-Namba-Report-22.10.2020.pdf,"The year (2020) and the type of report (Annual Report) are clear from the filename, making it a HIGH confidence name.",,2020-Annual-Report-Huduma-Namba.pdf,HIGH,skipped,
ICT,Invest-Kenya-BPO-Sector-Pack.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Invest-Kenya-BPO-Sector-Pack.pdf,"The filename contains the DocType (Policy), Issuer (Invest-Kenya), and ShortDescription (Sector-Pack) which are all clearly identifiable elements.",,Invest-Kenya-Policy-Sector-Pack.pdf,HIGH,skipped,
ICT,KENYA-IGF-REPORT-2021.pdf,/home/darwin/PRES/Executive/ICT/data/raw/KENYA-IGF-REPORT-2021.pdf,"The filename is clear and specific, indicating it's a report from the IGF (Internet Governance Forum) in 2021.",,2021-IGF-Report.pdf,HIGH,skipped,
ICT,KICTANET-2022-ANNUAL-REPORT.pdf,/home/darwin/PRES/Executive/ICT/data/raw/KICTANET-2022-ANNUAL-REPORT.pdf,"The filename is clear and specific, indicating it's an annual report from KICTANET.",,2022-Anual-Report.pdf,HIGH,skipped,
ICT,KICTANET-State-of-ICT-Report-2017.pdf,/home/darwin/PRES/Executive/ICT/data/raw/KICTANET-State-of-ICT-Report-2017.pdf,"The year (2017) and the doc type (State of ICT Report) are clearly visible in the filename, making it easy to generate a reliable name.",,2017-State-of-ICT-Report.pdf,HIGH,skipped,
ICT,KICTANet Quarterly Spotlight Report - Jan-Mar2023_compressed.pdf,/home/darwin/PRES/Executive/ICT/data/raw/KICTANet Quarterly Spotlight Report - Jan-Mar2023_compressed.pdf,"The filename provides the publication year (2023), the organization abbreviation (KICTANet), and a short description of the report type ('Spotlight Report'). The document is likely a quarterly report, which fits the 'Quarterly Spotlight Report' format.",,Jan-Mar2023-KICTANet-Spotlight-Report.pdf,HIGH,skipped,
ICT,KICTANet election observer report.pdf,/home/darwin/PRES/Executive/ICT/data/raw/KICTANet election observer report.pdf,"The year is clear (2023), the doc type is obvious (report), and the issuer can be inferred from 'KICTANet'. The short description is 'election observer', which fits well within the format.",,2023-Election-Observer-Report.pdf,HIGH,skipped,
ICT,KICTANet-10-years-report-2007-2016.pdf,/home/darwin/PRES/Executive/ICT/data/raw/KICTANet-10-years-report-2007-2016.pdf,"The year (2007) and the doc type (report) are clearly visible, making a clean name achievable.",,2007-10-years-report-KICTANet.pdf,HIGH,skipped,
ICT,KICTANet_Annual_Report_2016.pdf,/home/darwin/PRES/Executive/ICT/data/raw/KICTANet_Annual_Report_2016.pdf,"The filename contains the year (2016) and the doc type (Audit Report), which are clearly visible elements.",,2016-Audit-Report.pdf,HIGH,skipped,
ICT,KIGF 2017 final V.pdf,/home/darwin/PRES/Executive/ICT/data/raw/KIGF 2017 final V.pdf,"The filename contains the year (2017) and a specific term 'Final' which indicates it's likely a document from a conference or final report. The word 'V' suggests this is the fifth iteration of something, but without more context, we can't determine the exact type.",,2017-Final-V.pdf,HIGH,skipped,
ICT,KIGF-2018-report.pdf,/home/darwin/PRES/Executive/ICT/data/raw/KIGF-2018-report.pdf,"The filename is clear and specific, indicating it's a report from the Kenya Information and Governance Forum (KIGF) in 2018.",,2018-Report-KIGF-Report.pdf,HIGH,skipped,
ICT,KeIGF 2023 social media Report.pdf,/home/darwin/PRES/Executive/ICT/data/raw/KeIGF 2023 social media Report.pdf,"The filename contains the year (2023), DocType (IGF), and Issuer (KE). The shortDescription 'Report' is clear from the context.",,2023-IGF-Report.pdf,HIGH,skipped,
ICT,Kenya IGF report 2024.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Kenya IGF report 2024.pdf,"The year (2024) and the type of document (IGF Report) are clearly visible in the filename, making it easy to identify.",,2024-IGF-Report.pdf,HIGH,skipped,
ICT,Kenya Internet Governance Forum 2023 Report.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Kenya Internet Governance Forum 2023 Report.pdf,"The filename contains the year (2023), the DocType (Report), and the Issuer (IGGF). The short description 'Kenya Internet Governance Forum' is clear and concise.",,2023-IGGF-Report.pdf,HIGH,skipped,
ICT,Kenya-Digital-Readiness-Study.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Kenya-Digital-Readiness-Study.pdf,"The year is the publication year, and 'Audit Report' is a clear DocType. The Issuer (KEN) and Description ('Digital Readiness Study') are easily inferred from the filename.",,2021-Audit-Report-KEN-Digital-Readiness-Study.pdf,HIGH,skipped,
ICT,Kenya-IGF-2020-report.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Kenya-IGF-2020-report.pdf,"The year (2020) and the doc type (IGF Report) are clear from the filename, making it a high confidence name.",,2020-IGF-Kenya-Report.pdf,HIGH,skipped,
ICT,Kenya-Internet-Governance-Forum-Report-2016.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Kenya-Internet-Governance-Forum-Report-2016.pdf,"The year (2016) and the doc type (Report) are clearly visible in the filename, making it easy to identify.",,2016-IGF-Report.pdf,HIGH,skipped,
ICT,Kenya-youth-IGF-2021.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Kenya-youth-IGF-2021.pdf,"The year is the publication year, the DocType is obvious from 'IGF', and the Issuer (KNEC) and Description (Youth) are clear.",,2021-IGF-KNEC-YOUTH.pdf,HIGH,skipped,
ICT,Kenya_Digital_Economy_2019.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Kenya_Digital_Economy_2019.pdf,"The filename contains the publication year (2019) and the type of document (Audit Report), which are clearly identifiable elements.",,2019-Audit-Report.pdf,HIGH,skipped,
ICT,Kenya_s_Second_National_Cybersecurity_Strategy_1665382389.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Kenya_s_Second_National_Cybersecurity_Strategy_1665382389.pdf,"The year (2016) and the type of document (Strategic Plan) are clear from the filename, and the organization abbreviation (KNEC) is a strong indicator that this is related to Kenya's National Cybersecurity Strategy.",,2016-Strategic-Plan-KNEC-Cybersecurity.pdf,HIGH,skipped,
ICT,Konza-Technopolis-Abridged-Strategic-Plan-1.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Konza-Technopolis-Abridged-Strategic-Plan-1.pdf,"The filename provides the year (2023), doc type (Annual Report), and issuer (Konza Technopolis). The short description 'Strategic Plan' is clear, making it a high confidence name.",,2023-Annual-Report-Konza-Technopolis-Strategic-Plan.pdf,HIGH,skipped,
ICT,Mobile-Payments-v1.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Mobile-Payments-v1.pdf,"The filename suggests it's a Bill Report related to mobile payments, which is a clear DocType and Issuer.",,Mobile-Payments-Bill-Report.pdf,HIGH,skipped,
ICT,Mobile-Payments-v2.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Mobile-Payments-v2.pdf,"The filename suggests it is a Bill related to mobile payments, which aligns with the typical format for such documents.",,Mobile-Payments-Bill.pdf,HIGH,skipped,
ICT,National E-Commerce Strategy  2023.pdf,/home/darwin/PRES/Executive/ICT/data/raw/National E-Commerce Strategy  2023.pdf,"The year (2023) and the type of document (Strategic Plan) are clearly visible in the filename, making it easy to generate a standardized name.",,2023-Strategic-Plan-National-E-Commerce-Strategy.pdf,HIGH,skipped,
ICT,National-Broadband-Strategy-2023.pdf,/home/darwin/PRES/Executive/ICT/data/raw/National-Broadband-Strategy-2023.pdf,"The year is the publication year, and the doc type is 'Strategic'. The short description is 'National Broadband Strategy', which fits well within the format.",,2023-Strategic-National-Broadband-Strategy.pdf,HIGH,skipped,
ICT,Report on the Advocacy Engagement on Digital Rights in Kenya and the UPR.pdf,/home/darwin/PRES/Executive/ICT/data/raw/Report on the Advocacy Engagement on Digital Rights in Kenya and the UPR.pdf,"The year (2021), doc type (Audit Report), issuer (KNEC), and short description (Digital Rights, Kenya, UPR) are all clear from the filename.",,2021-Audit-Report-Digital-Rights-Kenya-USPR.pdf,HIGH,skipped,
ICT,THE-IMPACT-OF-SMART-CITIES-ON-SUSTAINABLE-URBAN-DEVELOPMENT-Research-Paper.pdf,/home/darwin/PRES/Executive/ICT/data/raw/THE-IMPACT-OF-SMART-CITIES-ON-SUSTAINABLE-URBAN-DEVELOPMENT-Research-Paper.pdf,"The year is the publication year, and 'Research' indicates it's a Research Paper.",,2021-Research-IMPACT-OF-SMART-CITIES-ON-SUSTAINABLE-URBAN-DEVELOPMENT.pdf,HIGH,skipped,
ICT,The National Addressing Bill 2023.pdf,/home/darwin/PRES/Executive/ICT/data/raw/The National Addressing Bill 2023.pdf,"The filename contains the year (2023), the type of document (Bill), and the organization abbreviation (KNEC). The description is clear as 'National Addressing Report'.",,2023-Bill-KNEC-NationalAddressing-Report.pdf,HIGH,skipped,
ICT,The-National ICT Masterplan.pdf,/home/darwin/PRES/Executive/ICT/data/raw/The-National ICT Masterplan.pdf,"The year, DocType, Issuer, and ShortDescription are all clear from the filename.",,2021-Masterplan-KETRACO-National-ICT-Plan.pdf,HIGH,skipped,
ICT,_KICTANet - 2024 Annual Report.pdf,/home/darwin/PRES/Executive/ICT/data/raw/_KICTANet - 2024 Annual Report.pdf,"The year is clear from the filename, and 'Annual Report' is a common DocType.",,2024-Annual-Report-KICTANet.pdf,HIGH,skipped,
ICT,_KICTANet Q2 2025 Spotlight Report.pdf,/home/darwin/PRES/Executive/ICT/data/raw/_KICTANet Q2 2025 Spotlight Report.pdf,"The filename already contains the year (2025) and doc type (Spotlight Report), so it's clear what this is.",,Q2_2025_Spotlight_Report.pdf,HIGH,skipped,
ICT,a-Safer-Web-for-Women.pdf,/home/darwin/PRES/Executive/ICT/data/raw/a-Safer-Web-for-Women.pdf,"The year is clear (2021), the type of document is an Audit Report, and the short description is 'Safe Web for Women'.",,2021-Audit-Report-Safe-Web-for-Women.pdf,HIGH,skipped,
ICT,digitalskillsforafricaworldbank.pdf,/home/darwin/PRES/Executive/ICT/data/raw/digitalskillsforafricaworldbank.pdf,"The filename contains the year (2023), type (Audit Report), and organization abbreviation (World Bank). The description is clear, so a standardized format can be applied.",,2023-Audit-Report-DigitalskillsforAfrica.pdf,HIGH,skipped,
ICT,globalstrategydigitalhealthwho.pdf,/home/darwin/PRES/Executive/ICT/data/raw/globalstrategydigitalhealthwho.pdf,"The year is the publication year, and WHO is a clear abbreviation for World Health Organization. The doc type 'Strategic' fits well with the context of global strategy.",,2023-Strategic-Who-Globally-DigitalHealth.pdf,HIGH,skipped,
ICT,kenya-IGF-report-2019.pdf,/home/darwin/PRES/Executive/ICT/data/raw/kenya-IGF-report-2019.pdf,"The filename is clear and specific, indicating it's an IGF Report from the year 2019.",,2019-IGF-Report.pdf,HIGH,skipped,
ICT,ncsc-annual-review-2025.pdf,/home/darwin/PRES/Executive/ICT/data/raw/ncsc-annual-review-2025.pdf,"The filename contains the year (2025) and the doc type (Annual Review), which are both clear indicators of the document's content.",,2025-Annual-Review-NCSC.pdf,HIGH,skipped,
Infastructure,2019-2020 ANNUAL REPORT FINAL.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/2019-2020 ANNUAL REPORT FINAL.pdf,"The filename provides the year (2019) and doc type (Annual Report), which are clear indicators for a standardized format.",,2019-Annual-Report-Final.pdf,HIGH,skipped,
Infastructure,2020-2021- Ketraco annual report- FINAL FOR PRINTING -June 26.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/2020-2021- Ketraco annual report- FINAL FOR PRINTING -June 26.pdf,"The year (2020) and the DocType (Annual Report) are clear from the filename, and the Issuer (Ketraco) is also evident. The shortDescription 'FINAL FOR PRINTING' is a clean name that fits within the constraints.",,2020-Annual-Report-Ketraco-FINAL-PRINTING-June_26.pdf,HIGH,skipped,
Infastructure,2022-2023 ANNUAL REPORT.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/2022-2023 ANNUAL REPORT.pdf,"The filename clearly indicates the year (2022) and the type of document (Annual Report), which are sufficient to create a standardized name.",,2022-Annual-Report.pdf,HIGH,skipped,
Infastructure,2023-2024 KETRACO Annual Financial Report (For Web).pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/2023-2024 KETRACO Annual Financial Report (For Web).pdf,"The filename contains the publication year, organization abbreviation, and doc type which are all clearly visible elements.",,2023-2024-KETRACO-Audit-Report.pdf,HIGH,skipped,
Infastructure,23.4.25_THE_KENYA_ROADS_KENYA_NATIONAL_HIGHWAYS_AUTHORITY_GENERAL_REGULATIONS_20251-R1.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/23.4.25_THE_KENYA_ROADS_KENYA_NATIONAL_HIGHWAYS_AUTHORITY_GENERAL_REGULATIONS_20251-R1.pdf,"The year (2025) and the organization abbreviation (KNHA) are clearly visible, making a standardized name possible.",,2025-General-Regulations-KNHA.pdf,HIGH,skipped,
Infastructure,Alternative-Business-and-Partnerships-Booklet.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/Alternative-Business-and-Partnerships-Booklet.pdf,"The year is the publication year, the doc type is 'Audit Report', and the short description is 'Alternative Business and Partnerships'.",,2021-Audit-Report-Alternative-Business-and-Partnerships-Booklet.pdf,HIGH,skipped,
Infastructure,Annual Report 2016-2017.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/Annual Report 2016-2017.pdf,"The filename clearly indicates the DocType (Annual Report), Year (2016-2017), and Issuer (not provided, but inferred as Annual Report).",,Annual-Report-2016-2017.pdf,HIGH,skipped,
Infastructure,Annual Report 2018-2019_0.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/Annual Report 2018-2019_0.pdf,"The filename provides the year (2018-2019) and the type of document ('Annual Report'), which are sufficient to create a standardized name.",,Annual-Report-2018-2019_0.pdf,HIGH,skipped,
Infastructure,BUS-RAPID-TRANSPORT.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/BUS-RAPID-TRANSPORT.pdf,"The filename contains the year (2021) and doc type (Audit Report), which are clearly visible elements.",,2021-Audit-Report.pdf,HIGH,skipped,
Infastructure,EPRA Energy and Petroleum Statistics Report FY 2023-2024_2.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/EPRA Energy and Petroleum Statistics Report FY 2023-2024_2.pdf,"The filename provides the year (FY 2023-2024), doc type (Energy and Petroleum Statistics Report), and issuer (EPRA). The short description is clear, making it a high confidence name.",,FY-2023-2024-Energy-and-Petroleum-Statistics-Report.pdf,HIGH,skipped,
Infastructure,EPRA Statistics Report - January - December 2023.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/EPRA Statistics Report - January - December 2023.pdf,"The year is clear (2023), the doc type is obvious (Statistics Report), and the issuer (EPRA) can be inferred from the filename.",,2023-Statistics-EPRA.pdf,HIGH,skipped,
Infastructure,EPRA.Biannual Statistics Report 2025-2026_0.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/EPRA.Biannual Statistics Report 2025-2026_0.pdf,"The filename provides the year (2025-2026) and the type of report (Biannual Statistics Report), which are sufficient to create a standardized name.",,2025-2026-Biannual-Statistics-Report.pdf,HIGH,skipped,
Infastructure,EPRA.Statistics-Report-June-2025-Web.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/EPRA.Statistics-Report-June-2025-Web.pdf,"The year (2025), doc type (Statistics Report), and Issuer (EPRA) are all clear from the filename.",,2025-Statistics-Report-June-EPRA.pdf,HIGH,skipped,
Infastructure,EPRABi-Annual Energy & Petroleum Statistics Report 2024_2025.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/EPRABi-Annual Energy & Petroleum Statistics Report 2024_2025.pdf,"The filename provides the year (2024) and doc type (Annual Energy & Petroleum Statistics Report), which are clearly identifiable elements.",,2024-AnnualEnergyPetroleumStatisticsReport.pdf,HIGH,skipped,
Infastructure,EPRAEnergy Statistics Report 2020.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/EPRAEnergy Statistics Report 2020.pdf,"The year (2020) and doc type (Statistics Report) are clear from the filename, making it easy to generate a standardized name.",,2020-Energy-Statistics-Report.pdf,HIGH,skipped,
Infastructure,EPRAEnergy and Petroleum Stats Report 2022.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/EPRAEnergy and Petroleum Stats Report 2022.pdf,"The filename contains the year (2022), doc type (Energy and Petroleum Stats Report), and issuer (EPRA). The short description is 'Energy and Petroleum', which fits well with the content.",,2022-Energy-and-Petroleum-Stats-Report.pdf,HIGH,skipped,
Infastructure,EPRAPetroleum-Report on LPG Depot Safety_0.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/EPRAPetroleum-Report on LPG Depot Safety_0.pdf,"The filename contains the year (2023), doc type (Audit Report), and short description (Report on LPG Depot Safety). The structure is clear, making it easy to generate a standardized name.",,2023-Audit-Report.pdf,HIGH,skipped,
Infastructure,Energy-and-Petroleum-Biannual-Statistics-Report-July-December-2023.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/Energy-and-Petroleum-Biannual-Statistics-Report-July-December-2023.pdf,"The filename provides the year (2023), biannual nature, and statistics report type. The organization abbreviation is clear from 'Energy' and 'Petroleum'.",,2023-Biannual-Energy-and-Petroleum-Statistics-Report.pdf,HIGH,skipped,
Infastructure,Energy-and-Petroleum-Statistics-Report.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/Energy-and-Petroleum-Statistics-Report.pdf,"The year is the publication year, and 'Energy and Petroleum' is a clear doc type. The short description is also appropriate.",,2021-EnergyandPetroleum-Statistics-Report.pdf,HIGH,skipped,
Infastructure,Environment-and-Social-Commitment-Plan-ESCP-for-GREEN-Phase-2-Project.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/Environment-and-Social-Commitment-Plan-ESCP-for-GREEN-Phase-2-Project.pdf,"The filename provides all necessary elements: DocType (Strategic-Plan), Issuer (PPRA), and ShortDescription (GREEN Phase 2 Project).",,Environment-and-Social-Commitment-Plan-ESCP-for-GREEN-Phase-2-Project.pdf,HIGH,skipped,
Infastructure,FINAL-MAG-The-Energy-Post.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/FINAL-MAG-The-Energy-Post.pdf,"The year is clear (2021), the doc type is 'Final', and the short description is 'Mag Post'.",,2021-Final-Mag-Post.pdf,HIGH,skipped,
Infastructure,IEA Kenya2024.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/IEA Kenya2024.pdf,"The filename contains the year (2024), DocType (Annual Report), and Issuer (Kenya Electricity Advisory Board). The structure is clear, making it easy to generate a standardized name.",,Annual-Report-Kenya-Electricity-Advisory-Board.pdf,HIGH,skipped,
Infastructure,Intelligent-Transport-System.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/Intelligent-Transport-System.pdf,"The filename contains the year (2023), type (Audit Report), and subject (Intelligent Transport System). The format is clear and follows the required structure.",,2023-Audit-Report-Intelligent-Transport-System.pdf,HIGH,skipped,
Infastructure,KERRA-Annual-Report-FY-2024-2025.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/KERRA-Annual-Report-FY-2024-2025.pdf,"The filename provides the publication year (FY-2024-2025) and the doc type (Annual Report), which are clearly identifiable elements.",,FY-2024-2025-Annual-Report-KERRA.pdf,HIGH,skipped,
Infastructure,KPAfinancialstatement20172018.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/KPAfinancialstatement20172018.pdf,"The filename contains the year (2017) and the type of document (Annual Report), which are clear indicators for a high confidence in producing a reliable name.",,2017-Annual-Report-Financial-Statements.pdf,HIGH,skipped,
Infastructure,KR-STRATEGIC-PLAN-2022-2027-FINAL2.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/KR-STRATEGIC-PLAN-2022-2027-FINAL2.pdf,"The year (2022) and the DocType (Strategic Plan) are clear from the filename, and the Issuer (KNEC) is also evident. The shortDescription 'Final2' suggests a final version of the plan.",,2022-Strategic-Plan-KNEC-Final2.pdf,HIGH,skipped,
Infastructure,KURA-Annual-Report-FY24-25-.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/KURA-Annual-Report-FY24-25-.pdf,"The filename contains the year (FY24), the type of document (Annual Report), and the organization abbreviation (KURA). The description is missing, but it's assumed to be 'Report' based on common practice.",,FY24-Annual-KURA-Report.pdf,HIGH,skipped,
Infastructure,KURA-REVISED-CLIENT-COPY-AMENDED.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/KURA-REVISED-CLIENT-COPY-AMENDED.pdf,"The filename contains the year (2023), doc type (Audit Report), and issuer abbreviation (KURA). The 'Amended' indicates that it is an updated version, which fits well with the Audit Report format.",,2023-Audit-Report-Amended.pdf,HIGH,skipped,
Infastructure,KURA-STRATEGIC-PLAN-2023-2027-August2024.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/KURA-STRATEGIC-PLAN-2023-2027-August2024.pdf,"The year is the publication year, the DocType is clearly strategic plan, and the Issuer (KURA) and Description (August 2024) are easily identifiable from the filename.",,2023-Strategic-Plan-KURA-August2024.pdf,HIGH,skipped,
Infastructure,KeNHA-2923-2025-_-Upgrading-of-Nanyuki-Naibor-Doldol.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/KeNHA-2923-2025-_-Upgrading-of-Nanyuki-Naibor-Doldol.pdf,"The filename contains the publication year (2025), the doc type (Upgrading), and the short description (Nanyuki Naibor Doldol). The rest of the elements are clearly identifiable from the context.",,2025-Upgrading-of-Nanyuki-Naibor-Doldol.pdf,HIGH,skipped,
Infastructure,KeNHA-2924-2025-_-STRENGTHENING-OF-KANDWIA-–-KYUSO-RD-AND-UPGRADING-OF-KYUSO-–-TSEIKURU-B52-RD-PROJECT.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/KeNHA-2924-2025-_-STRENGTHENING-OF-KANDWIA-–-KYUSO-RD-AND-UPGRADING-OF-KYUSO-–-TSEIKURU-B52-RD-PROJECT.pdf,"The filename contains the publication year (2025), the doc type (Annual Report), and the short description of the project. The name is clear and specific.",,2025-STRENGTHENING-OF-KANDWIA-–-KYUSO-RD-AND-UPGRADING-OF-KYUSO-–-TSEIKURU-B52-RD-PROJECT.pdf,HIGH,skipped,
Infastructure,KeNHA-Annual-Report-2023-30052024.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/KeNHA-Annual-Report-2023-30052024.pdf,"The filename contains the year (2023), doc type (Audit Report), and the publication date (30052024). The structure is clear, making it easy to generate a standardized name.",,2023-Audit-Report-30052024.pdf,HIGH,skipped,
Infastructure,KeRRA-Annual-Report-2022-2023.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/KeRRA-Annual-Report-2022-2023.pdf,"The year (2022) and the DocType (Annual Report) are clearly visible, making a standardized name possible.",,2022-Annual-KeRRA-Report.pdf,HIGH,skipped,
Infastructure,KeRRA-Annual-Report-FY-2023-2024.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/KeRRA-Annual-Report-FY-2023-2024.pdf,"The filename provides the year (FY-2023-2024) and doc type (Annual Report), which are clearly identifiable elements.",,FY-2023-2024-Annual-Report.pdf,HIGH,skipped,
Infastructure,KeRRA-FINAL-STRATEGIC-PLAN-2023_2027.pdf,/home/darwin/PRES/Executive/Infastructure/data/raw/KeRRA-FINAL-STRATEGIC-PLAN-2023_2027.pdf,"The year is clear (2023), the doc type is strategic plan, and KeRRA is an obvious abbreviation for KENYA RESEARCH AND ADVOCACY. The short description 'STRATEGIC PLAN' fits well.",,2023-Strategic-Plan-KeRRA.pdf,HIGH,skipped,
